Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
Locobase Repair Cream - 72h Moisturising Cream for Very Dry & Cracked Skin - Body & Face Care - Regenerates the Skin Barrier - Fragrance-Free - Dermatologically Tested - 30 g,B0F3FJ6MCC,Cream,https://www.amazon.de/dp/B0F3FJ6MCC?psc=1,DE,https://m.media-amazon.com/images/I/51AY0bkptWL._SY355_.jpg,Locobase,6.41,"1,891","1,148",500,"26,955.69","10,219.63",174,"1,006",AMZ,3.64,5,4.7,174,7,13,Amazon,Beauty,Extra Large Envelope,AMZ,13.00 x 4.10 x 4.60 cm,0.04,N/A,"Apr 2, 2025",,No,12,Amazon
"Allergika Med Face Cream, Long-Lasting Regeneration of a Damaged Skin Barrier, 50 ml",B0953KCDHY,Cream,https://www.amazon.de/dp/B0953KCDHY?psc=1,DE,https://m.media-amazon.com/images/I/613V8kxXuaL._SX342_.jpg,Allergika,22.65,412,412,200,"10,047","10,044.71",84,"5,328",N/A,N/A,4,4.6,261,6,3,St. Bernward Apotheke,Beauty,Extra Large Envelope,MFN,12.50 x 4.20 x 4.30 cm,0.09,N/A,"May 18, 2021",,No,59,St. Bernward Apotheke
"- Evolsin® psoriasis balm / ointment, cream, effective relief thanks to unique patented action, soothes irritated, itchy and dry skin",B07G68HMVM,Cream,https://www.amazon.de/dp/B07G68HMVM?psc=1,DE,https://m.media-amazon.com/images/I/71rlJAsw-EL._SX342_.jpg,Evolsin,19.79,488,488,300,"9,732.33","9,732.19",133,"5,372",DE,6.01,2,4.1,"1,103",9,3,Evolsin,Health & Personal Care,Extra Large Envelope,FBA,15.00 x 4.40 x 4.70 cm,0.14,N/A,"Aug 5, 2018",,No,92,Evolsin
"SIRIDERMA HYDRO Intensive Cream - Care for Irritated, Itchy Skin for Neurodermatitis, Psoriasis & Rosacea | Relieves Itching & Burning, Reduces Redness | Perfume Free, 150 ml",B00862A392,Cream,https://www.amazon.de/dp/B00862A392?psc=1,DE,https://m.media-amazon.com/images/I/616v1pbEH-L._SX355_.jpg,SIRIDERMA,42.6,464,228,100,"14,828.11","9,720.29",174,"7,163",DE,10.8,1,4.5,394,10,4,Barbara Seitz,Beauty,Extra Large Envelope,FBA,20.20 x 4.40 x 5.20 cm,0.19,N/A,"May 25, 2012",,No,167,Barbara Seitz
"N1 Psoriasis Intensive Cream 50 ml - Eczema & Neurodermatitis Cream - Soothes, Nourishes, Relieves and Smooths Red, Flaky, Inflamed & Dry Skin",B0B56LYR2N,Cream,https://www.amazon.de/dp/B0B56LYR2N?psc=1,DE,https://m.media-amazon.com/images/I/813UERc3QZL._SY355_.jpg,N1,13.5,662,543,300,"13,845.38","9,166.57",142,"4,037",DE,6.91,5,3.9,445,7,7,N1 - Health Care,Health & Personal Care,Extra Large Envelope,FBA,14.20 x 4.40 x 4.50 cm,0.08,N/A,"Jun 27, 2022",,No,46,N1 - Health Care
"DERMASENCE Vitop Forte Care Cream, 200 ml - Skin-protecting Basic Care for Dry and Neurodermatitis Prone Skin - Inflammation Preventive - with Active Complex of Färberwaid and Aloe Vera",B07MZGFJ4X,Cream,https://www.amazon.de/dp/B07MZGFJ4X?psc=1,DE,https://m.media-amazon.com/images/I/61kHXD6+oHL._SY355_.jpg,DERMASENCE,23.28,309,309,200,"8,859.46","8,857.75",185,"5,844",N/A,7.83,4,4.6,376,6,3,apominga - Die Online Apotheke in München,Beauty,Extra Large Envelope,MFN,19.80 x 5.30 x 7.00 cm,0.25,N/A,"Oct 5, 2018",,No,90,apominga - Die Online Apotheke in München
"Dermasence Adtop Cream, 250 ml",B004CRR6YU,Cream,https://www.amazon.de/dp/B004CRR6YU?psc=1,DE,https://m.media-amazon.com/images/I/61PzeNRLAjL._SY355_.jpg,DERMASENCE,21.27,407,407,N/A,"8,643.17","8,640.57",30,"10,353",N/A,6.35,6,4.7,974,6,8,,Beauty,Extra Large Envelope,MFN,5.00 x 21.60 x 6.80 cm,0.28,N/A,"Sep 15, 2009",,No,199,
"Eucerin AtopiControl Soothing Ultralight Hydro Lotion 400 ml, Basic Skin Care for Dry and Atopic Skin, Moisturising Body Cream with Licochalcone A and Hyaluronic Acid",B0DVZNZMDM,Cream,https://www.amazon.de/dp/B0DVZNZMDM?psc=1,DE,https://m.media-amazon.com/images/I/61CWQQ3EHFL._SX342_.jpg,Eucerin,16.8,426,426,200,"8,520.38","8,515.99",166,"4,204",AMZ,7.41,4,4.8,113,7,8,Amazon,Beauty,Extra Large Envelope,AMZ,21.30 x 5.60 x 9.00 cm,0.42,N/A,"Feb 19, 2025",,No,14,Amazon
"Aveeno Dermexa Moisturising Daily Emollient Cream Body Lotion with Soothing Triple Oat Complex for Very Dry, Itchy, Sensitive, Eczema-Prone Skin, 200 ml",B0DGH4M5VN,Cream,https://www.amazon.de/dp/B0DGH4M5VN?psc=1,DE,https://m.media-amazon.com/images/I/61hZRk+elkL._SY355_.jpg,Aveeno,14.12,483,483,200,"8,239.65","8,235.46",152,"5,016",AMZ,4.41,5,4.5,116,10,7,Amazon,Beauty,Extra Large Envelope,AMZ,19.40 x 5.40 x 6.80 cm,0.24,N/A,"Sep 9, 2024",,No,19,Amazon
"Marigold Ointment - All Natural Balm Relieves Skin Rashes, Itching, Dry Skin, Eczema, Cracked Hands Handmade, Plastic Free, Cruelty Free, Moisturising. - 100ml",B07H4RB55D,Cream,https://www.amazon.de/dp/B07H4RB55D?psc=1,DE,https://m.media-amazon.com/images/I/71rw98IG84L._SY500_.jpg,The Ilex Wood,14.4,591,424,300,"11,316.53","7,198.45",159,36,GB,4.12,1,4.5,"1,743",6,N/A,The Ilex Wood,Handmade Products,Large Envelope,FBA,13.90 x 3.40 x 10.20 cm,0.08,N/A,"Sep 6, 2018",,No,91,The Ilex Wood
La Roche Posay LIPIKAR BAUME LIGHT AP+M Body Lotion Light Body Cream with Anti-Itching and Anti-Relapse Effect for Skin Prone to Neurodermatitis and Allergies,B0FSRVPY96,Cream,https://www.amazon.de/dp/B0FSRVPY96?psc=1,DE,https://m.media-amazon.com/images/I/313ZDnaHxbL._SX342_.jpg,La Roche-Posay,20.16,299,299,200,"7,166.51","7,163.41",158,"1,841",AMZ,7.02,2,4,18,1,5,Amazon,Beauty,Extra Large Envelope,AMZ,20.30 x 5.70 x 5.70 cm,0.44,N/A,"Sep 29, 2025",,No,7,Amazon
"Eucerin Body Cream, Eczema, Relief, 8 oz",B00DEXA0LY,Cream,https://www.amazon.de/dp/B00DEXA0LY?psc=1,DE,https://m.media-amazon.com/images/I/61NWlJcIwBL._SY355_.jpg,Eucerin,34.21,237,237,N/A,"6,560.84","6,559.95",40,"13,166",N/A,8.55,1,4.4,"16,955",11,82,,Beauty,Extra Large Envelope,FBA,20.20 x 4.70 x 7.70 cm,0.25,N/A,"Sep 2, 2013",,No,151,
"Uriage Xemose C8+ Anti-Itching Balm 500 ml - Nourishes, Repairs, Soothes - Very Dry, Atopic Skin - 8 Biomimetic Ceramides & 10% Shea Butter - Face & Body - Fragrance-Free",B07JDLL4LP,Cream,https://www.amazon.de/dp/B07JDLL4LP?psc=1,DE,https://m.media-amazon.com/images/I/61d+hZ5AsQL._SY355_.jpg,Uriage,23.75,303,303,200,"6,362.56","6,362.43",170,"6,358",FR,6.55,6,4.2,"1,478",9,49,Cosmeco,Beauty,Small Parcel,FBA,20.50 x 6.60 x 6.70 cm,0.53,N/A,"Sep 29, 2018",,No,91,Cosmeco
"Sorion Sensitive Repair Creme, Ayurvedic Repair Care for Skin Irritations, Neurodermatitis, Psoriasis, Itching and Eczema 50 ml",B089HF85HG,Cream,https://www.amazon.de/dp/B089HF85HG?psc=1,DE,https://m.media-amazon.com/images/I/51Ird77C-gL._SY355_.jpg,Sorion,17.78,358,358,N/A,"6,272.44","6,269.94",127,"5,971",AMZ,5.71,4,4.3,998,2,5,Amazon,Beauty,Large Envelope,AMZ,16.60 x 3.20 x 3.50 cm,0.06,N/A,"Jun 15, 2020",,No,70,Amazon
Eucerin AtopiControl 40 ml,B00FXR2XAU,Cream,https://www.amazon.de/dp/B00FXR2XAU?psc=1,DE,https://m.media-amazon.com/images/I/61lhqlVxC4L._SX342_.jpg,Eucerin,14.45,380,380,100,"6,256.15","6,254.20",26,"8,583",N/A,5.62,13,4.4,638,7,6,A+ eCom,Beauty,Large Envelope,FBA,14.60 x 2.80 x 4.50 cm,0.05,N/A,"Oct 9, 2013",,No,150,A+ eCom
"CETAPHIL Pro ItchControl Acute Repair Cream, 227 g, for Neurodermatitis and Eczema Prone Skin, Instant Regeneration of the Skin Barrier, Microbiome Friendly, No Fragrance and Preservatives",B0CNHB59YQ,Cream,https://www.amazon.de/dp/B0CNHB59YQ?psc=1,DE,https://m.media-amazon.com/images/I/61re8IakQvL._SX342_.jpg,Cetaphil,18.95,263,263,100,"6,027.28","6,025.03",188,"7,062",AMZ,6.06,5,4.8,56,9,6,Amazon,Beauty,Standard Envelope,AMZ,17.20 x 2.00 x 5.70 cm,0.25,N/A,"Nov 16, 2023",,No,29,Amazon
"Universal Hemp Neurodermitis Hanfsalbe mit Propolis & Manuka – 100 ml Pflege bei Ekzemen & rissiger Haut Für trockene, juckende Haut | Bio-Hanföl & Bienenwachs | Natürlich beruhigende Creme 100ml",B09D3WW6Q5,Cream,https://www.amazon.de/dp/B09D3WW6Q5?psc=1,DE,https://m.media-amazon.com/images/I/71dTItD2LiL._AC_SY355_.jpg,Hemp Help HEMP COSMETIC,20.07,227,227,100,"5,273.63","5,271.53",195,"14,129",CZ,N/A,1,4.5,515,7,11,H4H Naturals,Beauty,Large Envelope,MFN,8.50 x 2.60 x 8.20 cm,0.1,N/A,"Aug 10, 2021",,No,56,H4H Naturals
"Mustela Stelatopia Organic Itch Relief Cream, Face and Body, Infants, Children, Whole Family - Extremely Dry Skin or Eczema, 99% Ingredients of Natural Origin (300 ml)",B0BVTNQ6LL,Cream,https://www.amazon.de/dp/B0BVTNQ6LL?psc=1,DE,https://m.media-amazon.com/images/I/61zdmYFhBFL._SY355_.jpg,Mustela,20.92,210,210,100,"4,715.98","4,715.14",167,"3,724",AMZ,7.16,6,4.7,451,8,22,,Baby Products,Extra Large Envelope,AMZ,22.80 x 4.60 x 10.30 cm,0.35,N/A,"Dec 14, 2022",,No,40,
"DERMASENCE Vitop Forte Nourishing Cream 100 ml - For Very Dry & Irritated Skin, Soothes Itching, Protects Against Irritation, Vegan, Absorbs Quickly, for Eczema Skin, Also Suitable for Children",B01N7SO3Z7,Cream,https://www.amazon.de/dp/B01N7SO3Z7?psc=1,DE,https://m.media-amazon.com/images/I/61gMQlF8pLL._SY355_.jpg,DERMASENCE,18.02,214,214,100,"4,278.64","4,277.36",193,"9,453",N/A,7.38,7,4.7,335,6,1,apominga - Die Online Apotheke in München,Beauty,Extra Large Envelope,MFN,19.10 x 5.20 x 12.40 cm,0.13,N/A,"Jan 15, 2017",,No,111,apominga - Die Online Apotheke in München
ALLERGIKA Evening Primrose Oil Cream 20% MED 100 ml,B09VYD878V,Cream,https://www.amazon.de/dp/B09VYD878V?psc=1,DE,https://m.media-amazon.com/images/I/61bc+ppaHUL._SX342_.jpg,Allergika,19.24,188,188,100,"4,257.33","4,256.61",51,"9,611",AMZ,6.45,4,4.8,52,6,0,Amazon,Beauty,Large Envelope,AMZ,18.00 x 4.00 x 5.00 cm,0.11,N/A,"Jan 2, 2022",,No,51,Amazon
Eucerin Atopicontrol lotion.,B00FXQ6G5Y,Cream,https://www.amazon.de/dp/B00FXQ6G5Y?psc=1,DE,https://m.media-amazon.com/images/I/61fl1Xm4TYL._SX342_.jpg,Eucerin,19.12,184,184,100,"4,256.68","4,256.29",28,"5,021",AMZ,6.45,12,4.6,275,7,0,Amazon,Beauty,Large Envelope,AMZ,21.80 x 3.90 x 8.30 cm,0.45,N/A,"Oct 16, 2013",,No,150,Amazon
Bepanthen Eczema Cream 20g,B01NBGU7E8,Cream,https://www.amazon.de/dp/B01NBGU7E8?psc=1,DE,https://m.media-amazon.com/images/I/51Ps5kYv-5L._AC_SY355_.jpg,Bepanthen,16.99,234,234,N/A,"4,154.14","4,151.71",26,"12,809",N/A,6.19,2,4.4,142,3,10,,Health & Personal Care,Large Envelope,FBA,11.60 x 3.40 x 3.50 cm,0.03,N/A,"Jan 14, 2017",,No,111,
Ebenol 0.5% Cream 30G,B00DIWG5WE,Cream,https://www.amazon.de/dp/B00DIWG5WE?psc=1,DE,https://m.media-amazon.com/images/I/41J3+TX1bfL._AC_SY355_.jpg,EBENOL,13.29,322,322,N/A,"4,135.73","4,133.24",21,N/A,N/A,N/A,1,4.6,500,7,0,,,N/A,MFN,N/A,N/A,N/A,"Aug 22, 2012",,No,164,
"Behrend - Psoriasis & Eczema Cream for Reddened, Dry & Flaky Skin - Psoriasis & Eczema Ointment Reduces Itching & Soothes Inflamed Skin - Medical Device Without Cortisone",B0BGJKH4ZT,Cream,https://www.amazon.de/dp/B0BGJKH4ZT?psc=1,DE,https://m.media-amazon.com/images/I/71NGw5Iu75L._AC_SY355_.jpg,Behrend Homecare,13.4,235,235,100,"3,746.14","3,743.67",170,"13,252",DE,5.43,1,4,649,9,10,Evolsin,Health & Personal Care,Extra Large Envelope,FBA,14.20 x 4.30 x 4.40 cm,0.07,N/A,"Sep 26, 2022",,No,43,Evolsin
"Neuroderm Repair Cream, 50 ml - Skin Cream with Glycerine & Ceramides for Neurodermatitis | For Adults, Children & Infants - Supports the Regeneration of Dry Skin for Eczema",B07H8ZJHB6,Cream,https://www.amazon.de/dp/B07H8ZJHB6?psc=1,DE,https://m.media-amazon.com/images/I/71RciN+cbeL._SY355_.jpg,InfectoPharm,14.83,363,248,N/A,"4,986.29","3,623.97",173,"7,726",N/A,5.64,1,4.6,355,1,5,,Beauty,Extra Large Envelope,MFN,12.80 x 4.30 x 5.60 cm,0.08,N/A,"Aug 17, 2018",,No,92,
La Roche-Posay Lipikar Baume AP+ Balm 200 ml,B00NNUMI86,Cream,https://www.amazon.de/dp/B00NNUMI86?psc=1,DE,https://m.media-amazon.com/images/I/71BFplpmbNL._SX342_.jpg,La Roche-Posay,23.45,121,121,50,"3,346.50","3,346.33",44,"11,984",PT,7.56,1,4.6,"3,453",9,56,Be and Care,Beauty,Extra Large Envelope,MFN,16.10 x 4.40 x 6.80 cm,0.21,N/A,"Sep 17, 2014",,No,139,Be and Care
Neuroderm Lipo Care Cream 250 ml,B07M5Q6N6F,Cream,https://www.amazon.de/dp/B07M5Q6N6F?psc=1,DE,https://m.media-amazon.com/images/I/71Vjqq5m1QL._SY355_.jpg,InfectoPharm,17.23,260,197,N/A,"4,108.88","3,345.57",32,N/A,N/A,N/A,1,4.7,520,1,0,,,N/A,MFN,N/A,N/A,N/A,"Dec 23, 2018",,No,88,
"Dexeryl Cream 250 g: care and protection for dry skin, especially for various skin conditions such as eczema. Fragrance-free and paraben-free",B0FD3YG81R,Cream,https://www.amazon.de/dp/B0FD3YG81R?psc=1,DE,https://m.media-amazon.com/images/I/61iEEMF1FEL._SY355_.jpg,DEXERYL,15.04,822,217,100,"22,620.71","3,331.71",141,"2,839",DE,5.83,1,4.7,135,7,85,Homoeopathiefuchs Versand-Apotheke,"Business, Industry & Science",Extra Large Envelope,FBA,20.40 x 5.40 x 6.90 cm,0.12,N/A,"Jun 13, 2025",,No,10,Homoeopathiefuchs Versand-Apotheke
Ducray Dexyane Med Soothing Repair Cream 100ml,B01M6ZHI4D,Cream,https://www.amazon.de/dp/B01M6ZHI4D?psc=1,DE,https://m.media-amazon.com/images/I/61Mc82UeLYL._SY355_.jpg,Ducray,24.59,136,136,50,"3,286.20","3,285.72",46,"10,020",N/A,8.15,7,4.4,681,6,9,OSAPHARM,Beauty,Extra Large Envelope,FBA,16.00 x 4.40 x 6.20 cm,0.14,N/A,"Oct 28, 2016",,No,114,OSAPHARM
"DERMASENCE Adtop Plus Nourishing Cream 100 ml - 10% Urea & Glycerin - For Dry Skin, Eczema - Fragrance-Free, Vegan - Skin Protection with Hygrobol Effect - Daily Basic Care",B00E6M5SPU,Cream,https://www.amazon.de/dp/B00E6M5SPU?psc=1,DE,https://m.media-amazon.com/images/I/61phBAaOANL._SY355_.jpg,DERMASENCE,17.36,190,190,N/A,"3,231.44","3,230.03",172,"7,387",N/A,6.63,5,4.6,263,6,2,,Beauty,Extra Large Envelope,MFN,14.80 x 4.10 x 5.70 cm,0.13,N/A,"Nov 10, 2009",,No,197,
Dermasence Adtop Cream 50 ml,B00E59XYMI,Cream,https://www.amazon.de/dp/B00E59XYMI?psc=1,DE,https://m.media-amazon.com/images/I/71+YdCm87eL._SX342_.jpg,DERMASENCE,9.67,319,319,100,"3,137.57","3,135.16",28,"5,520",N/A,3.44,6,4.6,221,6,3,apominga - Die Online Apotheke in München,Beauty,Large Envelope,MFN,12.20 x 3.70 x 4.70 cm,0.07,N/A,"Nov 17, 2010",,No,185,apominga - Die Online Apotheke in München
"DERMASENCE Vitop Forte Rescue Care Cream, 50 ml - Cream for Itchy & Extremely Dry Skin, Soothes Irritated Areas, Vegan, Fragrance-Free, for Ezema, Hands, Face & Body",B091JRL4JZ,Cream,https://www.amazon.de/dp/B091JRL4JZ?psc=1,DE,https://m.media-amazon.com/images/I/61375bnkPQL._SY355_.jpg,DERMASENCE,16.97,159,159,50,"2,993.18","2,992.17",165,"11,023",N/A,5.85,5,4.7,117,6,2,apominga - Die Online Apotheke in München,Beauty,Large Envelope,MFN,15.30 x 3.20 x 4.30 cm,0.07,N/A,"Apr 2, 2021",,No,60,apominga - Die Online Apotheke in München
boep med Base Cream | Basic Care for Problem Skin such as Neurodermatitis or Rosacea | Very Dry or Itchy Skin | Certified Natural Cosmetics (500 ml),B0DSG4BQWX,Cream,https://www.amazon.de/dp/B0DSG4BQWX?psc=1,DE,https://m.media-amazon.com/images/I/315gx++uYJL._SY355_.jpg,boep,39.87,428,58,N/A,"11,032.41","2,882.85",148,"6,430",DE,11.88,1,4.6,146,7,0,das boep,Beauty,Small Parcel,FBA,21.30 x 7.20 x 7.30 cm,0.59,N/A,"Jan 7, 2025",,No,15,das boep
Eucerin Atopicontrol Face Cream 50 ml,B00FC7H05Y,Cream,https://www.amazon.de/dp/B00FC7H05Y?psc=1,DE,https://m.media-amazon.com/images/I/71w8OSa6HsL._SY355_.jpg,Eucerin,17.64,135,135,50,"2,841.65","2,840.24",37,"13,422",N/A,6.19,6,4.3,208,3,6,A+ eCom,Beauty,Large Envelope,FBA,13.10 x 3.20 x 4.40 cm,0.02,N/A,"Feb 18, 2014",,No,146,A+ eCom
"Soothing Eczema Cream for Itching, Redness, Dry, Irritated, Eczema Tendy Skin, Nourishing Moisturiser 18 g",B0G7ZP4RBC,Cream,https://www.amazon.de/dp/B0G7ZP4RBC?psc=1,DE,https://m.media-amazon.com/images/I/61vaE76gR2L._AC_SY355_.jpg,BioRelie,8.39,245,245,100,"2,837.92","2,835.94",106,"15,451",CN,3.69,1,4,26,7,2,MASHANGYOU,Health & Personal Care,Standard Envelope,FBA,14.80 x 2.40 x 5.00 cm,0.04,N/A,"Jan 21, 2026",,No,3,MASHANGYOU
Locobase Repair Cream - 72h Moisturising Cream for Very Dry & Cracked Skin - Body & Face Care - Regenerates the Skin Barrier - Fragrance-Free - Dermatologically Tested - 50 g,B0F3FGJHBV,Cream,https://www.amazon.de/dp/B0F3FGJHBV?psc=1,DE,https://m.media-amazon.com/images/I/51K90ZQcn0L._SY355_.jpg,Locobase,14.28,"1,891",175,100,"26,955.69","2,809.98",174,"1,006",AMZ,5.83,5,4.7,174,7,13,,Beauty,Extra Large Envelope,AMZ,16.00 x 4.20 x 4.70 cm,0.07,N/A,"Apr 2, 2025",,No,12,
Mediderm Cream 1kg,B084WXDP12,Cream,https://www.amazon.de/dp/B084WXDP12?psc=1,DE,https://m.media-amazon.com/images/I/41NfWKG-UmL._SY355_.jpg,Mediderm,19.05,326,127,100,"5,752.97","2,743.42",18,"10,689",AMZ,6.67,2,4.5,438,1,12,,Health & Personal Care,Small Parcel,AMZ,22.90 x 9.30 x 22.40 cm,1.09,N/A,"Feb 17, 2020",,No,74,
"Linola Duo 30 g - Cream for Neurodermatitis, Eczema and Inflammation of the Skin | Reduces Itchy and Anti-Inflammatory | Without Cortisone",B0C5J58KZ9,Cream,https://www.amazon.de/dp/B0C5J58KZ9?psc=1,DE,https://m.media-amazon.com/images/I/71ozTuUiZXL._AC_SY355_.jpg,Linola,16.04,152,152,N/A,"2,460.43","2,459.93",138,N/A,N/A,N/A,1,4.5,129,10,0,,,N/A,MFN,N/A,N/A,N/A,"May 17, 2023",,No,35,
"Bioderma Atoderm Intensive, 500 ml cream",B01BB27E36,Cream,https://www.amazon.de/dp/B01BB27E36?psc=1,DE,https://m.media-amazon.com/images/I/411pegZSWPL._SY355_.jpg,Bioderma,22.72,166,104,N/A,"3,029.23","2,442.02",40,"39,566",N/A,6.81,4,4.4,"1,823",6,16,,,Small Parcel,MFN,21.20 x 6.80 x 7.80 cm,0.56,N/A,"Jan 31, 2016",,No,123,
"La Roche-Posay Lipikar Baume Light AP+M, Replenishing Lotion for Neurodermatitis and Dry Skin, Quick Absorbent, No Fragrances, for Babies from 3 Months, Children and Adults, 200 ml",B09V53RT55,Cream,https://www.amazon.de/dp/B09V53RT55?psc=1,DE,https://m.media-amazon.com/images/I/51KO4X9bSHL._SX342_.jpg,La Roche-Posay,17.39,138,138,50,"2,421.23","2,420.37",180,"19,197",AMZ,6.03,1,4.6,95,1,7,Amazon,Beauty,Extra Large Envelope,AMZ,16.10 x 4.60 x 7.00 cm,0.21,N/A,"Mar 9, 2022",,No,49,Amazon
"Pullach Hof Aloe-Vera Cream, Balm from Allgäu [Bavaria, Germany]",B01IHJR4O0,Cream,https://www.amazon.de/dp/B01IHJR4O0?psc=1,DE,https://m.media-amazon.com/images/I/81I39qECCJL._SY355_.jpg,Pullach Hof,5.74,353,353,200,"2,365.36","2,364.30",64,"5,238",DE,3.8,4,4.6,363,1,3,ecotrade-GmbH,Beauty,Small Parcel,FBA,8.30 x 8.10 x 8.30 cm,0.28,N/A,"Sep 14, 2013",,No,151,ecotrade-GmbH
"Organic Marigold Ointment Wound Ointment with Manuka Honey & Propolis - High Dose Calendula Cream for Neurodermatitis, Eczema & Dry Skin - Regenerates & Nourishes Without Cortisone",B0D8BQ2YGQ,Cream,https://www.amazon.de/dp/B0D8BQ2YGQ?psc=1,DE,https://m.media-amazon.com/images/I/81y6LcxcCeL._SY355_.jpg,Hemp Help HEMP COSMETIC,16.8,121,121,50,"2,244.32","2,243.40",180,"17,713",CZ,7.03,1,4.3,283,7,4,H4H Naturals,Health & Personal Care,Large Envelope,FBA,6.50 x 3.40 x 6.40 cm,0.09,N/A,"Jun 28, 2024",,No,22,H4H Naturals
"Dexeryl Creme, 250 g",B00E5A3H88,Cream,https://www.amazon.de/dp/B00E5A3H88?psc=1,DE,https://m.media-amazon.com/images/I/51DJte9WwBL._SY355_.jpg,DEXERYL,12.55,196,196,N/A,"2,196.70","2,195.26",20,"9,436",N/A,5.3,2,4.5,599,2,18,,Beauty,Extra Large Envelope,MFN,20.50 x 5.40 x 6.80 cm,0.29,N/A,"Nov 17, 2010",,No,185,
"HiPP Highly compatible family cream, with shea butter, aloe vera and vegetable glycerine for dry skin, fragrance-free and hypoallergenic, for prone to eczema, 300 ml",B0FQVJM6Y2,Cream,https://www.amazon.de/dp/B0FQVJM6Y2?psc=1,DE,https://m.media-amazon.com/images/I/614Rz+w-FjL._AC_SX355_.jpg,HiPP,5,368,368,200,"2,188.15","2,184.32",165,"1,264",AMZ,3.73,1,4.5,38,14,6,Amazon,Baby Products,Small Parcel,AMZ,8.50 x 7.20 x 8.10 cm,0.32,N/A,"Sep 12, 2025",,No,7,Amazon
"BIODERMA Atoderm Intensive for Neurodermatitis, 200 ml Cream",B08475HN8L,Cream,https://www.amazon.de/dp/B08475HN8L?psc=1,DE,https://m.media-amazon.com/images/I/41V1hZ2yk8L._SY355_.jpg,Bioderma,16.82,825,103,50,"17,758.43","2,056.12",60,"1,885",DE,6.42,16,4.8,"10,369",9,162,DermoBox,Beauty,Extra Large Envelope,FBA,16.10 x 5.00 x 7.49 cm,0.22,N/A,"May 1, 2015",,No,131,DermoBox
"Blueline Cream Lotion for Fungus, Athlete's Foot, Eczema or Eczema Treatment (500 ml Dispenser) | Body Lotion for Dry and Itchy Skin | Body Lotion for Psoriasis, Skin Redness",B00JDI0VP4,Cream,https://www.amazon.de/dp/B00JDI0VP4?psc=1,DE,https://m.media-amazon.com/images/I/61m4J07IhPL._SY355_.jpg,AQUYO Cosmetics,28.15,182,53,50,"4,718.65","1,989.11",174,"22,527",DE,9.34,1,4.1,475,7,1,AQUYO Cosmetics,Beauty,Small Parcel,FBA,19.70 x 7.00 x 7.00 cm,0.56,N/A,"May 23, 2018",,No,95,AQUYO Cosmetics
Forpeople Propolis Bee Ointment Organic 50 ml · Ointment with Propolis High Dose for Eczema & Acne · Healing Ointment for Sensitive & Dry Skin · Propolis Ointment with Nourishing Oils,B0DH74FW73,Cream,https://www.amazon.de/dp/B0DH74FW73?psc=1,DE,https://m.media-amazon.com/images/I/71i-QHHQ+hL._AC_SY355_.jpg,4 people who care,10.9,195,195,100,"1,983.57","1,981.71",183,"19,993",DE,4.68,1,4.4,162,6,7,forpeople_skincare,Health & Personal Care,Extra Large Envelope,FBA,6.10 x 5.80 x 5.90 cm,0.16,N/A,"Sep 17, 2024",,No,19,forpeople_skincare
AVENE XeraCalm A.D Cream 200 ml,B00FTQVKXG,Cream,https://www.amazon.de/dp/B00FTQVKXG?psc=1,DE,https://m.media-amazon.com/images/I/410RRxXtUSL._SY355_.jpg,Avene,21.2,91,91,N/A,"1,946.80","1,946.25",31,"15,942",N/A,6.6,3,4.7,118,1,0,,Beauty,Extra Large Envelope,MFN,5.40 x 20.20 x 6.80 cm,0.22,N/A,"Oct 11, 2013",,No,150,
"Locobase Eczema Cream - Cortisone Free Skin Care for Atopic Eczema - Reduces Itching & Redness - with Aloe Vera & Glycerine - Fragrance-Free, Vegan - Dermatologically Tested - 60 g",B0F3FGC6RN,Cream,https://www.amazon.de/dp/B0F3FGC6RN?psc=1,DE,https://m.media-amazon.com/images/I/51EofwXeHNL._SY355_.jpg,Locobase,18.51,89,89,N/A,"1,927.93","1,927.23",180,"24,817",AMZ,6.25,1,4.6,25,6,8,,Beauty,Large Envelope,AMZ,14.20 x 3.60 x 5.10 cm,0.08,N/A,"Apr 2, 2025",,No,12,
Skin Balm 30 ml | Rich Care Ointment | Moisturising Cream for Face & Body | Eczema Cream & Psoriasis Cream for Very Dry Skin Areas | Face Cream,B0CL9KKM1B,Cream,https://www.amazon.de/dp/B0CL9KKM1B?psc=1,DE,https://m.media-amazon.com/images/I/61VWkpKeqML._SY355_.jpg,natüür,23.87,62,62,N/A,"1,850.76","1,849.99",143,"15,324",DE,7.91,2,3.8,37,9,0,natüür,Beauty,Extra Large Envelope,FBA,5.60 x 4.70 x 5.50 cm,0.14,N/A,"Oct 18, 2023",,No,30,natüür
