Display Order,Product Details,ASIN,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Source Keywords
51.,"Qualirey 6 Pack Fruit Fly Trap Refill Liquid, 0.68oz Per Bottle Liquid Fruit Fly Traps for Indoors, Non Toxic Bait Safe Near Pets, Food and Kids, Lure Refill for Home Kitchen",B0D4DY85H3,https://www.amazon.com/dp/B0D4DY85H3?psc=1,https://m.media-amazon.com/images/I/81mn6JqAUwL._AC_SY355_.jpg,Qualirey,9.95,"2,128","1,067",800,"28,015.69","12,787.11",174,"4,142",US,5.96,1,4.4,702,8,12,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,3.50 x 2.80 x 2.83 in,0.35,N/A,"May 17, 2024",,No,24,Monamii,fruit fly trap
43.,Stem Kills Fruit Fly Trap: Fruit Fly Catcher With Botanical Extracts; 5.4 fl oz (Pack Of 1),B09GD8T863,https://www.amazon.com/dp/B09GD8T863?psc=1,https://m.media-amazon.com/images/I/71A4S4LEW5L._AC_SY355_.jpg,STEM,7.53,"1,536","1,536",800,"11,268.32","11,263.64",91,"7,953",AMZ,4.37,5,3.8,"1,987",14,6,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,2.83 x 2.36 x 2.40 in,0.42,N/A,"Sep 15, 2021",,No,56,Amazon,fruit fly trap
120.,"Kensizer 20-Pack Fruit Fly Trap, Yellow Sticky Gnat Traps Killer for Indoor/Outdoor Flying Plant Insect Like Fungus Gnats, Whiteflies, Aphids, Leaf Miners - 6x8 in, Twist Ties Included",B07KRRJT5J,https://www.amazon.com/dp/B07KRRJT5J?psc=1,https://m.media-amazon.com/images/I/71QTcohByvL._AC_SY355_.jpg,Kensizer,8.09,"1,994","1,345","1,000","18,392.73","10,881.85",184,"4,528",US,5.07,1,4.4,"19,110",8,N/A,Kensizer Inc,"Patio, Lawn & Garden",Small Standard-Size,FBA,8.11 x 0.55 x 6.10 in,0.6,N/A,"Nov 22, 2018",,No,90,Kensizer Inc,fruit fly trap
130.,"Fly Away Fruit Fly Liquid Lure - Trap Fruit Flies Fast. Safe Around Food. Fruit Fly Trap Indoor Bait for Kitchens, Restaurants, and Bars. Use Alone or as Refill for Fly Away Fruit Fly Trap Kit (12 oz)",B0CJ3Z5TKN,https://www.amazon.com/dp/B0CJ3Z5TKN?psc=1,https://m.media-amazon.com/images/I/71s7GjMv5NL._SX342_.jpg,Fly Away Product,13.49,804,804,500,"10,845.37","10,837.2",200,"15,873",US,6.62,1,4.4,314,9,15,Fly Away Product,"Patio, Lawn & Garden",Large Standard-Size,FBA,7.24 x 1.97 x 2.01 in,0.86,N/A,"Oct 19, 2023",,No,31,Fly Away Product,fruit fly trap
50.,"Fly Trap Indoor, Fruit Fly Traps for Indoors Flying Insect Gnat Traps for House Indoor with Adjustable Lighting, Bug Zapper Indoor, Gnat Killer Catcher with 10 Refills （Black）",B0GWQL2NJ1,https://www.amazon.com/dp/B0GWQL2NJ1?psc=1,https://m.media-amazon.com/images/I/71lVTUcsIgL._AC_SY355_.jpg,CAGVG,35.99,288,251,N/A,"10,741.76","9,289.53",175,701,US,8.18,2,4.9,49,6,33,Apex Spirits LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.06 x 5.35 x 5.35 in,1.34,N/A,"May 10, 2026",,No,0,Apex Spirits LLC,fruit fly trap
141.,"Fly Traps Indoor, Fruit Fly Trap for Home, Flying Insect Trap with Suction, Mosquito Traps Indoor & 10 Pcs Sticky Glue Boards, Gnat Traps for House Indoor",B0GDJ7JGSV,https://www.amazon.com/dp/B0GDJ7JGSV?psc=1,https://m.media-amazon.com/images/I/61Dv70X4kaL._AC_SY355_.jpg,AOKUSOL,31.48,256,256,200,"8,259.34","8,257.28",154,"12,771",AMZ,10.85,1,5,20,7,10,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,9.80 x 5.47 x 5.51 in,1.61,N/A,"Jan 13, 2026",,No,4,Amazon,fruit fly trap
64.,"Catchmaster Fly Ribbon 20-Pack, Bug & Fruit Fly Traps Outdoor and Indoor, Premium Adhesive Sticky Strips & Gnat Hanging Strips, Bulk Flying Insect Paper Rolls, Pesticide-Free Home Pest Control",B07V6HBYHK,https://www.amazon.com/dp/B07V6HBYHK?psc=1,https://m.media-amazon.com/images/I/91zgqg49hOL._AC_SY355_.jpg,Catchmaster,10.49,702,686,"1,000","9,277.13","7,970.36",192,"3,715",US,5.66,1,4,"12,904",6,12,Catchmaster,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.70 x 1.85 x 4.37 in,0.4,N/A,"Jul 24, 2019",,No,82,Catchmaster,fruit fly trap
137.,"Dr. Killigan’s Fruit Fly Refill Liquid - Long-Lasting 24-Week Protection, Works with Apple Traps, Pet-Friendly and Safe for Everyday Family Use, Made in USA (16 oz)",B09V21T5K3,https://www.amazon.com/dp/B09V21T5K3?psc=1,https://m.media-amazon.com/images/I/81mcuDzxhPL._AC_SY355_.jpg,Dr. Killigan's,15.97,485,485,300,"7,746.11","7,746.03",164,"19,727",US,8.43,1,4.2,736,8,9,Dr. Killigan's,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.46 x 3.07 x 3.11 in,1.23,N/A,"Apr 21, 2022",,No,49,Dr. Killigan's,fruit fly trap
44.,Fruit Fly Traps for Indoors by Raid | 2 Lures + 2 Refills | Effective Fruit Fly Killer & Gnat Traps for House Indoor Use | Easy to Use & Safe Food-Based Lure Fly Catcher,B07WHKLYPW,https://www.amazon.com/dp/B07WHKLYPW?psc=1,https://m.media-amazon.com/images/I/81WJTbxHq6L._AC_SY355_.jpg,,11.99,644,644,400,"7,719.74","7,713.2",169,"15,041",US,6.64,2,3,"10,784",9,8,MIKO V,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.76 x 2.54 x 6.22 in,0.2,N/A,"Aug 27, 2019",,No,81,MIKO V,fruit fly trap
134.,"TERRO T518 Fly Magnet, 16 Total, 2 Pack, Sticky Fly Trap Indoor Hanging",B07Q6942LQ,https://www.amazon.com/dp/B07Q6942LQ?psc=1,https://m.media-amazon.com/images/I/91K2xi4pRCL._AC_SY355_.jpg,,10,"5,941",768,300,"41,670.56","7,666.97",71,"1,286",AMZ,7.11,4,4.1,"17,978",4,25,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,10.39 x 2.28 x 8.46 in,0.49,N/A,"Apr 9, 2019",,No,85,Amazon,fruit fly trap
56.,"Ceramic Fruit Fly Trap for Indoors, Reusable Kitchen Fly Catcher with Stainless Steel Vent Lid, Uses Safe & Natural Vinegar Bait Trap, Dishwasher Safe, Easy to Use (White, 1 Pack)",B0G42LPRFN,https://www.amazon.com/dp/B0G42LPRFN?psc=1,https://m.media-amazon.com/images/I/51n-u1PJdWL._AC_SY355_.jpg,Mysora,19.99,692,359,200,"15,682.03","7,170.9",179,"19,950",US,7.76,1,4.3,33,7,7,JUISYWELL,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.37 x 4.02 x 4.02 in,0.75,N/A,"Dec 18, 2025",,No,5,JUISYWELL,fruit fly trap
84.,"GATCH Fruit Fly Trap (3 Pack), Fly Stick for Mosquitoes, Sticky Trap for Flies Gnats Wasp Flying Insects, Bug Catcher, Indoor or Outdoor Use, Ready to Use Home",B0CPBHB4RS,https://www.amazon.com/dp/B0CPBHB4RS?psc=1,https://m.media-amazon.com/images/I/81uv7TFuVzL._AC_SY355_.jpg,GATCH,15.99,603,433,200,"14,270.91","6,916.01",159,"37,024",US,7.97,2,4.2,"1,082",7,5,"RKMM, INC.","Patio, Lawn & Garden",Large Standard-Size,MFN,10.59 x 2.60 x 8.43 in,0.49,N/A,"Jan 9, 2024",,No,28,"RKMM, INC.",fruit fly trap
138.,"Katchy Duo – Indoor Fly Trap with Scent Pod – Day & Night Effective – Mosquito, Fruit Fly, Gnat & Small Moth Killer – Non-Zapper Trap with UV Bug Light & Fan Suction (White)",B08Y65R582,https://www.amazon.com/dp/B08Y65R582?psc=1,https://m.media-amazon.com/images/I/81tchWp1yTL._AC_SY355_.jpg,KATCHY,54.99,"5,221",124,N/A,"166,758.47","6,836.84",173,"2,200",US,5.99,1,4,"5,641",9,"113,692",Katchy Stores,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.17 x 5.35 x 5.35 in,1.39,N/A,"Apr 19, 2021",,No,61,Katchy Stores,fruit fly trap
122.,"STEM Insect Light Trap Refill Cartridges, Indoor Fruit Fly Trap, Insecticide-Free Pest Control for Home, Attracts and Traps Flying Insects, Official STEM Refills - 3 Count",B0CP4J6PS8,https://www.amazon.com/dp/B0CP4J6PS8?psc=1,https://m.media-amazon.com/images/I/81OcutxkGjL._AC_SY355_.jpg,STEM,9.98,595,595,300,"5,956.05","5,950.69",171,"14,825",AMZ,3.01,7,4.7,781,11,5,Amazon.com,"Patio, Lawn & Garden",Large Standard-Size,AMZ,5.67 x 1.54 x 3.15 in,0.11,N/A,"Mar 15, 2024",,No,26,Amazon.com,fruit fly trap
40.,"Aunt Fannie's FlyPunch Fruit Fly Trap for Indoor and Kitchen Use, Ready to Use, Made with Plant Based Ingredients, Safe Near Food, Long Lasting, 32 oz Refill",B0C4Z77R1F,https://www.amazon.com/dp/B0C4Z77R1F?psc=1,https://m.media-amazon.com/images/I/715vp43U33L._AC_SY355_.jpg,,19.99,"1,318",267,500,"26,462.47","5,327.69",157,450,US,9.13,1,4.5,184,7,N/A,Aunt Fannie's,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.94 x 3.07 x 3.11 in,2.23,N/A,"May 11, 2023",,No,36,Aunt Fannie's,fruit fly trap
47.,"RESCUE! Reusable Indoor Fruit Fly Traps with Non-Toxic Liquid Attractant - 2 Traps, 2-Pack (4 Traps)",B08BSQZ44C,https://www.amazon.com/dp/B08BSQZ44C?psc=1,https://m.media-amazon.com/images/I/71qzNGHbhzL._AC_SY355_.jpg,RESCUE!,19.9,296,296,200,"4,627.03","4,626.7",100,"33,680",US,6.69,6,4.2,308,7,1,Sebago Distribution,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.43 x 2.24 x 5.00 in,0.75,N/A,"Jun 24, 2020",,No,71,Sebago Distribution,fruit fly trap
37.,"Zevo MAX Bug Catcher & Fly Trap for Indoors - Flying Insect Trap for Gnats, House & Fruit Flies - Use in Any Room - No-Mess Disposal (2 Plug in Bases & 4 Cartridges)",B0CTQ5TSYB,https://www.amazon.com/dp/B0CTQ5TSYB?psc=1,https://m.media-amazon.com/images/I/611gCcZ+1vL._AC_SY355_.jpg,,69.99,"1,392",65,600,"54,547.41","4,473.91",165,408,US,18.86,4,4.2,"5,685",9,100,Front Row CPG,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.17 x 5.47 x 8.54 in,1.43,N/A,"Feb 26, 2024",,No,27,Front Row CPG,fruit fly trap
136.,"PIC FR10B 69060216325 Fly Ribbons Fruit Fly Traps for Indoors and Outdoors, Bug Trap for Winged Insects, Set of 10",B005V6ASZU,https://www.amazon.com/dp/B005V6ASZU?psc=1,https://m.media-amazon.com/images/I/71hjQ9A4y8L._AC_SY355_.jpg,PIC,8.99,400,400,100,"3,593.72","3,589.57",114,"32,039",US,4.26,6,4.1,"20,173",9,N/A,Rocket Market LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.75 x 0.94 x 4.33 in,0.24,N/A,"Sep 30, 2012",,No,164,Rocket Market LLC,fruit fly trap
63.,TERRO T2502 Ready-to-Use Indoor Fruit Fly Trap with Built in Window - 2 Traps + 90 day Lure Supply,B01JIRNEQW,https://www.amazon.com/dp/B01JIRNEQW?psc=1,https://m.media-amazon.com/images/I/81uiOPbkLRL._AC_SY355_.jpg,,8.07,433,433,N/A,"3,273.13","3,269.26",98,"33,175",AMZ,4.45,17,4,"67,829",10,N/A,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,6.14 x 2.24 x 3.39 in,0.2,N/A,"Sep 27, 2016",,No,116,Amazon,fruit fly trap
121.,"Eco Defense Fruit Fly Killer - Natural Fruit Fly Trap & Drain Fly Killer Treatment for Indoor Fly Control in Kitchen, Restaurants, and More, 16 Oz",B01BIDLTZW,https://www.amazon.com/dp/B01BIDLTZW?psc=1,https://m.media-amazon.com/images/I/61N-mqrEKTL._SX342_.jpg,Eco Defense,24.95,127,127,50,"3,162.77","3,162.64",146,"76,945",US,8.77,1,3.9,"2,626",7,0,Eco Brands,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.09 x 2.99 x 3.31 in,1.17,N/A,"Feb 5, 2016",,No,123,Eco Brands,fruit fly trap
94.,"Safer Brand 5026 Houseplant Sticky Stake Insect Traps for Indoor Plants - Controls Fungus Gnats, Whiteflies, Midges, Thrips, Fruit Flies, and Black Flies - 1 Pack, 7 Traps",B000OV8OTY,https://www.amazon.com/dp/B000OV8OTY?psc=1,https://m.media-amazon.com/images/I/81xHrl-iBpL._AC_SY355_.jpg,,14.3,"1,401",214,N/A,"16,137.18","3,033.56",171,"8,044",US,6.01,8,4.4,"14,640",5,N/A,MaxWarehouse,"Patio, Lawn & Garden",Large Standard-Size,MFN,7.52 x 1.06 x 4.06 in,0.09,N/A,"Oct 5, 2016",,No,115,MaxWarehouse,fruit fly trap
67.,"RSVP Endurance Kitchen Collection Ceramic Fruit Fly Trap, Stainless Steel Lid, Dishwasher Safe, 3.25x2.5",B071FVCYFW,https://www.amazon.com/dp/B071FVCYFW?psc=1,https://m.media-amazon.com/images/I/51t26Z7KM9L._AC_SY355_.jpg,RSVP International,18.95,143,143,100,"2,688.17","2,688.09",104,"58,198",US,8.18,3,4.1,"2,347",7,N/A,MySecretPantry,"Patio, Lawn & Garden",Large Standard-Size,FBA,3.74 x 3.03 x 3.70 in,0.71,N/A,"Sep 14, 2017",,No,104,MySecretPantry,fruit fly trap
65.,"RSVP Reusable Ceramic Fruit Fly Trap for Indoors – Kitchen Fly Catcher Jar with Stainless Steel Vent Lid, Eco-Friendly & Dishwasher Safe Design, Uses Natural Vinegar Bait (Black)",B0BFSP7NKT,https://www.amazon.com/dp/B0BFSP7NKT?psc=1,https://m.media-amazon.com/images/I/6158TPUhhUL._AC_SY355_.jpg,RSVP International,12.99,202,202,100,"2,628.24","2,626.12",178,"38,349",US,6.15,5,4.3,110,8,1,Product Movement,Kitchen & Dining,Large Standard-Size,FBA,3.78 x 3.19 x 3.66 in,0.73,N/A,"Sep 15, 2022",,No,44,Product Movement,fruit fly trap
60.,"Raid Essentials Flying Insect Light Trap Refills, 2 Light Trap Refill Cartridges, Featuring Light Powered Attraction",B0BF6ZFVGQ,https://www.amazon.com/dp/B0BF6ZFVGQ?psc=1,https://m.media-amazon.com/images/I/71Et4bcyo2L._AC_SY355_.jpg,,7.99,315,315,"1,000","2,516.08","2,512.9",116,"3,255",AMZ,4.21,15,4.5,"3,385",9,4,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,5.59 x 1.54 x 3.15 in,0.04,N/A,"Feb 13, 2023",,No,39,Amazon,fruit fly trap
45.,Natural Catch Fruit Fly Traps - 2 Traps,B004FDUHS8,https://www.amazon.com/dp/B004FDUHS8?psc=1,https://m.media-amazon.com/images/I/71ooKTiA1LL._AC_SY355_.jpg,Natural Catch,17.34,132,132,50,"2,292.38","2,291.93",39,"73,589",AMZ,5.08,9,3.9,919,1,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,6.26 x 2.24 x 4.80 in,0.22,N/A,"Aug 18, 2012",,No,165,Amazon,fruit fly trap
127.,"ZendoZones Fruit Fly Traps with Zendo Lure, 2-Pack Joyful Janet & Tranquil Tabitha with Plastic White Base, Refillable and Reusable (1820-SS)",B0BKHB35LQ,https://www.amazon.com/dp/B0BKHB35LQ?psc=1,https://m.media-amazon.com/images/I/51ziuV1iFLL._AC_SY355_.jpg,JT Eaton,7.75,285,285,100,"2,212.21","2,212.07",141,"36,175",AMZ,5.65,12,3.6,86,1,6,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,5.51 x 3.23 x 4.92 in,0.33,N/A,"Jan 19, 2023",,No,40,Amazon,fruit fly trap
115.,"LULUCATCH Fruit Fly Sticky Traps 12 Pcs, Yellow Sticky Trap, Non-Toxic Gnat Traps Insect Catcher, Super Sticky Fly Traps for Indoor Outdoor Kitchen White Flies Mosquitos Fungus Gnats Flying Insects",B097217VQZ,https://www.amazon.com/dp/B097217VQZ?psc=1,https://m.media-amazon.com/images/I/71VFL6GWWsL._AC_SY355_.jpg,LULUCATCH,3.99,"1,274",506,300,"8,597.4","2,020.81",197,"9,964",US,2.89,1,4.2,"1,130",7,22,LULUCATCH,"Patio, Lawn & Garden",Small Standard-Size,FBA,5.98 x 0.47 x 3.98 in,0.11,N/A,"Feb 3, 2022",,No,51,LULUCATCH,fruit fly trap
131.,"6 Pack Reusable Fruit Fly Trap, Non-Toxic Fruit Fly Catcher, Safe for Kids and Pets Fruit Fly Control, Trap for Alive Fruit Flies, Easy to Use for Kitchen, Home",B0F3HYFQ99,https://www.amazon.com/dp/B0F3HYFQ99?psc=1,https://m.media-amazon.com/images/I/61+ijpwd49L._AC_SY355_.jpg,Pestoptek,12.99,149,149,100,"1,950.36","1,948.74",160,"49,491",US,6.71,1,3.8,189,6,6,Pestoptek,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.18 x 3.54 x 5.91 in,0.53,N/A,"May 2, 2025",,No,12,Pestoptek,fruit fly trap
28.,TERRO 2-Pack Fly Trap,B00E4GADNA,https://www.amazon.com/dp/B00E4GADNA?psc=1,https://m.media-amazon.com/images/I/71BTzFVbOkL._AC_SY355_.jpg,Terro,9.29,156,156,600,"1,512.38","1,512.01",21,"10,117",US,4.62,11,4,"3,016",3,8,One Way Pet,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.79 x 1.85 x 4.57 in,0.18,N/A,"Aug 17, 2013",,No,153,One Way Pet,fruit fly trap
66.,RESCUE! Fruit Fly Trap Bait Refill – 30 Day Supply – 10 Pack,B00MP3DZ4I,https://www.amazon.com/dp/B00MP3DZ4I?psc=1,https://m.media-amazon.com/images/I/81b9qKLh8sL._AC_SY355_.jpg,RESCUE!,20.73,82,82,50,"1,158.18","1,157.75",60,"78,164",US,7.71,18,4.5,186,7,1,Charm and Heritage,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.29 x 3.82 x 6.02 in,0.95,N/A,"May 17, 2015",,No,132,Charm and Heritage,fruit fly trap
126.,"Qualirey Fruit Fly Trap for Indoors, 4 Pack Fruit Fly Trap with 4 Refill Liquid and 60 Yellow Sticky Pads, Safe Near Pets, Food and Kids, Fruit Flies Lure Liquid Trap for Home Kitchen",B0D4VMGP5K,https://www.amazon.com/dp/B0D4VMGP5K?psc=1,https://m.media-amazon.com/images/I/71uMXYb8t0L._AC_SY355_.jpg,Qualirey,15.99,90,50,N/A,"1,807.48","1,000.67",183,"115,711",US,8.28,1,4.1,68,8,6,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.21 x 2.44 x 6.38 in,0.77,N/A,"Jun 11, 2024",,No,23,Monamii,fruit fly trap
83.,RESCUE! Fruit Fly Trap Bait Refill – 30 Day Supply – 2 Pack,B01GF2D5HQ,https://www.amazon.com/dp/B01GF2D5HQ?psc=1,https://m.media-amazon.com/images/I/81hgqkM-cNL._AC_SY355_.jpg,RESCUE!,9.99,104,104,50,894.02,893.56,59,"58,622",US,3.76,7,4.4,601,8,0,What America Buys,Sports & Outdoors,Large Standard-Size,FBA,6.46 x 1.34 x 4.13 in,0.15,N/A,"May 31, 2016",,No,120,What America Buys,fruit fly trap
145.,"1 Fruit Fly Trap & 5 Adhesive Cartridges, Indoor Plug-in Bug Catcher, UV Light Fly Trap Captures Fruit Flies, Gnats, Houseflies, Moths, and Flying Insects for Kitchen, Bathroom, Plant Areas",B0DSQT2FZ7,https://www.amazon.com/dp/B0DSQT2FZ7?psc=1,https://m.media-amazon.com/images/I/718-DEKlTEL._AC_SY355_.jpg,Zaperly,10.84,626,41,N/A,"12,726.01",674.92,189,"8,682",US,5.72,1,4.2,409,9,12,Zaperly,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.26 x 2.28 x 4.29 in,0.46,N/A,"Mar 28, 2025",,No,14,Zaperly,fruit fly trap
132.,"RESCUE! Fruit Fly Traps (Set of 2 Traps) – Reusable, Includes Liquid Bait Attractant",B00MMOTZQ2,https://www.amazon.com/dp/B00MMOTZQ2?psc=1,https://m.media-amazon.com/images/I/71MnELJOWcL._AC_SY355_.jpg,RESCUE!,7.99,73,73,N/A,592.37,591.54,84,"105,699",N/A,4.44,13,3.7,"2,056",7,0,,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.38 x 2.32 x 4.17 in,0.35,N/A,"Aug 24, 2017",,No,105,,fruit fly trap
116.,RESCUE! Fruit Fly Trap Bait Refill - 30 Day Supply,B0155Q0NRS,https://www.amazon.com/dp/B0155Q0NRS?psc=1,https://m.media-amazon.com/images/I/71NcUCAB7lL._AC_SY355_.jpg,RESCUE!,5.26,139,139,100,583.3,582.44,50,"59,270",US,3.33,19,4.2,133,7,1,Global Link MD,"Patio, Lawn & Garden",Small Standard-Size,FBA,6.73 x 0.67 x 4.17 in,0.09,N/A,"May 2, 2016",,No,120,Global Link MD,fruit fly trap
114.,"JT Eaton Home Pest Control Trap - Eco-Friendly Indoor Fruit Fly Trap, Decorative, Tranquil Tabitha - 5.5 x 3.15 x 4.65 in - Plastic",B0BKH945MP,https://www.amazon.com/dp/B0BKH945MP?psc=1,https://m.media-amazon.com/images/I/71ykERmkHVL._AC_SX355_.jpg,JT Eaton,13.12,54,54,N/A,526.29,525.75,131,"145,670",US,7.1,14,3.6,211,5,0,Hearthshire,"Patio, Lawn & Garden",Large Standard-Size,MFN,11.69 x 3.15 x 5.00 in,0.35,N/A,"Jan 19, 2023",,No,40,Hearthshire,fruit fly trap
55.,"Greenway Traps Fruit Fly Trap, Indoor and Kitchen, Reduces Fruit Fly Infestations, Non-Toxic, Long-Lasting, 1 Pack (Includes 2 Traps)",B00PYF0146,https://www.amazon.com/dp/B00PYF0146?psc=1,https://m.media-amazon.com/images/I/81MIH1AspHL._AC_SY355_.jpg,Insects Limited,15.76,29,29,N/A,448.84,448.55,133,"148,473",AMZ,6.03,3,3.6,483,8,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,3.98 x 1.54 x 2.99 in,0.11,N/A,"Nov 17, 2015",,No,126,Amazon,fruit fly trap
104.,"Qualirey 3 Pack Fruit Fly Traps for Indoors, Fruit Fly Killer and Catcher, Trap Refill Liquid for Home & Kitchen, Non Toxic Safe Near Food, Effective Lure Refill for Indoor Use",B0FB88DYSL,https://www.amazon.com/dp/B0FB88DYSL?psc=1,https://m.media-amazon.com/images/I/81irijpB7HL._AC_SY355_.jpg,Qualirey,7.99,48,32,N/A,411.9,256.18,176,"131,415",US,4.59,1,3.3,86,8,0,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,2.48 x 1.65 x 2.40 in,0.18,N/A,"Jun 14, 2025",,No,11,Monamii,fruit fly trap
144.,"Fruit Fly Traps 6 Pack – Non-Toxic, No Insecticides, Environmentally Friendly Fruit & Gnat Traps – Easy-Use Home & Kitchen Pest Control, Odor-Free & Disposable",B089BVXV68,https://www.amazon.com/dp/B089BVXV68?psc=1,https://m.media-amazon.com/images/I/71vRTHFyshL._AC_SY355_.jpg,Ven-Trap,7.99,31,31,N/A,245.78,245.34,159,"222,376",US,4.33,1,3.7,494,4,0,MiddletonShippers,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.50 x 1.22 x 5.79 in,0.29,N/A,"Aug 10, 2020",,No,69,MiddletonShippers,fruit fly trap
129.,"Outdoor Fly Traps with Natural Fruit Fly Bait Refill, Reusable Fruit Flies Trap Jar for Fruit and Vegetable Garden(Only Catch Fruit Trees and Melon Vines Fly)",B0CRHDWK92,https://www.amazon.com/dp/B0CRHDWK92?psc=1,https://m.media-amazon.com/images/I/61Ou-tq7a3L._AC_SY355_.jpg,Moskiller,16.99,7,7,N/A,126.73,126.55,158,"354,726",US,6.98,1,2.3,30,8,0,Moskillers,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.57 x 3.74 x 3.82 in,0.35,N/A,"Mar 22, 2024",,No,26,Moskillers,fruit fly trap
117.,REENSTRIKE 2-Pack Fruit Fly Traps for Indoors use. 120 Days Solution – Gnat Trap and Effective Fruit Fly Trap – Easy to Use – Best for Kitchen – Dining Areas - Reusable,B0B7SJ863F,https://www.amazon.com/dp/B0B7SJ863F?psc=1,https://m.media-amazon.com/images/I/617-sU0TG-L._SX342_.jpg,GreenStrike,9.58,9,9,N/A,93.27,93.14,168,"141,494",AMZ,5.35,1,3.3,"1,097",11,0,Amazon,"Patio, Lawn & Garden",Large Standard-Size,AMZ,7.01 x 2.48 x 6.06 in,0.29,N/A,"Oct 5, 2022",,No,43,Amazon,fruit fly trap
110.,"Premium Fruit Fly Traps | Double Sided Gnat Traps | Waterproof Yellow Sticky Traps are Great Outdoors | Also for Fungus Gnats, Aphids, Flies, Moths and Spiders | Pack of 25",B0BS738Q6Q,https://www.amazon.com/dp/B0BS738Q6Q?psc=1,https://m.media-amazon.com/images/I/716zHF+8aXL._AC_SY355_.jpg,TechOrganics,12.99,13,4,N/A,149.77,53.92,172,"365,534",US,5.87,1,4.3,351,7,0,TechOrganics,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.30 x 0.87 x 3.86 in,0.24,N/A,"Jan 13, 2023",,No,40,TechOrganics,fruit fly trap
